name,pop,lat,lng
Ada,17886,34.7686,-96.6689
Yuanquan,17886,40.5004,95.8
Cary,17885,42.2128,-88.2491
Sovetsk,17869,57.5785,48.9581
Rockland,17849,42.1295,-70.91
Safety Harbor,17844,28.008,-82.6965
Colonial Heights,17830,37.265,-77.3969
Salem,17829,40.9049,-80.8491
White Settlement,17828,32.7554,-97.4605
Plainville,17805,41.6741,-72.8575
Fayetteville,17802,33.45,-84.4709
Tinton Falls,17789,40.2708,-74.0948
Tullahoma,17781,35.3721,-86.2173
Springfield,17777,36.4943,-86.8709
Lithia Springs,17772,33.7811,-84.6486
Marion,17762,37.7171,-88.9275
Jenison,17758,42.9063,-85.8269
Wallingford Center,17756,41.4499,-72.8189
Sartell,17752,45.6186,-94.2205
Menasha,17748,44.2125,-88.4271
Cimarron Hills,17744,38.8597,-104.6995
Easton,17742,38.776,-76.0702
South Hadley,17737,42.2567,-72.5793
Windham,17732,43.7981,-70.4056
Blooming Grove,17725,41.3948,-74.184
Hinsdale,17705,41.8005,-87.9273
Ashton,17700,-43.8983,171.7486
Fish Hawk,17698,27.8511,-82.2164
Maryland City,17696,39.1016,-76.8051
Ocean Springs,17682,30.4082,-88.7861
Zongo,17667,4.3303,18.615
Radford,17658,37.1229,-80.5587
Centerville,17657,40.9284,-111.8849
Concord,17650,38.5117,-90.3574
Godfrey,17650,38.9581,-90.2156
Pampa,17641,35.5479,-100.965
Bitam,17637,2.0837,11.4834
Moraga,17630,37.8438,-122.1225
Ferndale,17627,39.1869,-76.633
Rosedale,17603,35.3887,-119.2058
Zaysan,17600,47.4752,84.8598
San Carlos Park,17597,26.4765,-81.8193
Tuncurry,17591,-32.1931,152.5266
Tougan,17590,13.069,-3.07
Avon,17568,39.7599,-86.391
St. Michael,17565,45.2014,-93.692
Glenvar Heights,17560,25.709,-80.3156
Albert Lea,17558,43.6546,-93.3641
Fort Mill,17557,35.0062,-80.9388
Maitland,17554,28.6295,-81.3718
Tallmadge,17552,41.1023,-81.4216
Willimantic,17550,41.7153,-72.2173
Imperial,17550,32.8388,-115.5723
Zachary,17538,30.6642,-91.1634
Springfield,17528,40.6994,-74.3254
Anoka,17522,45.2099,-93.3893
Sayre,17500,41.9855,-76.5207
Five Forks,17500,34.8069,-82.2271
Nederland,17491,29.9707,-94.0015
Īlām,17491,26.908,87.926
Boulsa,17489,12.657,-0.569
Colonia,17486,40.5929,-74.3151
Karukh,17484,34.4868,62.5918
Ashland,17478,42.2573,-71.4687
North Adams,17477,42.6844,-73.1166
Lindenwold,17471,39.8172,-74.9898
Portsmouth,17463,41.5922,-71.2744
Amesbury Town,17457,42.853,-70.9446
Same,17455,-4.0696,37.72
Foxborough,17448,42.0626,-71.2462
Veinticinco de Mayo,17430,-37.8,-67.6833
Bon Air,17428,37.5187,-77.5713
Oneonta,17422,42.4551,-75.0666
Martinsburg,17404,39.4582,-77.9776
Buckhall,17399,38.725,-77.4472
Broken Hill,17395,-31.95,141.4331
Butner,17394,36.1285,-78.7501
Eldorado,17365,-26.2,-54.6
Lincoln,17360,40.1509,-89.3721
Palos Hills,17358,41.6986,-87.8266
Lynden,17340,48.9503,-122.4544
Mesquite,17337,36.8035,-114.1325
Crossville,17326,35.9526,-85.0294
Redland,17317,39.1335,-77.1465
Colchester,17309,44.5545,-73.2167
Sylacauga,17307,33.1779,-86.2606
North Canton,17290,40.8742,-81.3971
Portland,17287,27.8913,-97.328
Pendleton,17282,45.6755,-118.8209
Alton,17278,26.2884,-98.3098
Ashwaubenon,17271,44.4796,-88.0889
Americus,17266,32.0736,-84.2249
Shippensburg,17265,40.0485,-77.5227
West Columbia,17265,33.9928,-81.0925
St. John,17259,41.443,-87.4702
Versailles,17250,38.0488,-84.726
Shorewood,17249,41.5175,-88.2149
Kangaba,17232,11.9404,-8.44
Wyckoff,17231,40.9989,-74.1676
Knik-Fairview,17203,61.4964,-149.6535
North Babylon,17182,40.7311,-73.3251
Laurel,17176,37.6375,-77.5062
Clive,17172,41.6147,-93.7979
Killingly,17160,41.8311,-71.8499
Gorham,17147,43.7034,-70.4581
Dallas,17146,44.9222,-123.3131
Pallasovka,17139,50.0477,46.8773
Bloemhof,17122,-27.6496,25.59
Wādī Ḩalfā’,17121,21.8,31.35
La Vista,17116,41.1816,-96.0665
South Ogden,17101,41.1714,-111.9568
Wolf Trap,17086,38.9395,-77.2842
Dickson,17085,36.064,-87.3668
Kingsland,17077,30.8193,-81.7219
Lemont,17075,41.6697,-87.9828
Brookfield,17064,41.4674,-73.3923
Sunland Park,17061,31.8194,-106.5943
Cedar Mill,17050,45.5355,-122.8006
Streator,17050,41.1242,-88.8295
Plast,17050,54.3685,60.8085
El Reno,17047,35.543,-97.966
Bethpage,17016,40.7495,-73.4856
Monte Cristi,17001,19.867,-71.65
Nevel’sk,17000,46.6803,141.8699
Ambriz,17000,-7.855,13.125
Wailuku,16995,20.8834,-156.5059
Ihosy,16990,-22.3996,46.1167
Piñas,16981,-3.67,-79.65
Fort Hunt,16978,38.7361,-77.0589
McKinleyville,16963,40.9489,-124.0857
Wayne,16947,42.2774,-83.3877
North Decatur,16944,33.8073,-84.2889
Phoenixville,16943,40.1358,-75.5201
Florence,16935,33.059,-111.4209
Bellingham,16929,42.0777,-71.4741
Webster,16926,42.0521,-71.8485
Vero Beach,16919,27.6463,-80.393
Brenham,16913,30.1586,-96.3965
Southbridge Town,16911,42.0604,-72.0338
Lemay,16909,38.5325,-90.2845
Batavia,16906,42.9987,-78.1802
Albemarle,16900,35.3601,-80.1919
Ngara,16890,-2.4695,30.65
Cohoes,16875,42.7732,-73.7077
Goodlettsville,16867,36.3327,-86.7029
Tavares,16865,28.7926,-81.7366
Lock Haven,16855,41.1365,-77.4521
El Segundo,16853,33.9169,-118.4021
Bella Vista,16852,-22.1296,-56.52
Norcross,16845,33.9379,-84.2065
Neabsco,16839,38.6083,-77.2847
Myrtle Grove,16839,30.4158,-87.3028
Morris,16834,41.3748,-88.4301
Wilton,16823,43.1502,-73.7276
Denville,16822,40.8889,-74.4893
Tôlan̈aro,16818,-25.0268,46.99
Washington,16811,40.7048,-89.4345
Karratha,16796,-20.7304,116.87
Estelle,16791,29.8447,-90.1021
Bristol,16790,36.6179,-82.1607
Geddes,16786,43.0767,-76.2243
Troy,16782,31.8021,-85.9665
Mikumi,16780,-7.3996,36.98
Burlington,16776,39.0223,-84.7217
La Marque,16766,29.369,-94.9957
Otsego,16755,45.266,-93.62
Delran,16747,40.017,-74.9495
Buffalo,16744,45.1794,-93.8644
Mossel Bay,16743,-34.17,22.13
Solvang,16741,34.5936,-120.1401
Mercedes,16734,26.1533,-97.9129
Kings Park,16733,40.8887,-73.2452
Bemidji,16733,47.483,-94.8788
Terrell,16733,32.7341,-96.2939
Morombe,16727,-21.7391,43.3657
Hopkinton,16720,42.2255,-71.5378
Oconomowoc,16717,43.0994,-88.4951
Seagoville,16715,32.653,-96.5455
Nipomo,16706,35.0323,-120.499
Groveton,16704,38.7605,-77.0981
Mount Pleasant,16699,33.1613,-94.9717
Wolcott,16696,41.6007,-72.9734
Perry,16684,32.4718,-83.728
Lake Placid,16683,27.2977,-81.3715
Puerto López,16678,4.09,-72.96
Poronaysk,16677,49.2416,143.085
Valle Vista,16672,33.7436,-116.8872
Clemson,16649,34.6838,-82.8124
Oak Grove,16648,45.4156,-122.6348
Eden,16648,36.5029,-79.7421
Holmdel,16648,40.3768,-74.1725
Donna,16638,26.1467,-98.056
Lakeport,16614,39.0392,-122.9218
Anna,16613,33.347,-96.5503
Macetown,16600,-45.0227,168.7251
Coldwater,16595,41.9466,-84.9989
Fairview Heights,16588,38.5974,-90.0052
Highland Village,16587,33.0897,-97.0615
Seymour,16579,41.381,-73.0873
Bellinzona,16572,46.197,9.02
Country Club Hills,16564,41.5638,-87.725
Akureyri,16563,65.6666,-18.1
Kamenka,16560,53.1947,44.0444
Troutdale,16554,45.5372,-122.3955
Mountain Home,16552,43.1325,-115.697
Auburn,16552,42.1972,-71.8453
Vienna,16544,38.8996,-77.2597
Stuart,16543,27.1958,-80.2438
Cinnaminson,16528,40.0008,-74.993
Ham Lake,16528,45.2545,-93.2039
Woodcrest,16527,33.8789,-117.3686
Centralia,16525,38.5224,-89.1233
Morganton,16519,35.7408,-81.7003
Lindsay,16515,36.2082,-119.0897
Ladson,16511,33.0093,-80.1078
Yelm,16504,46.9398,-122.6261
Opa-locka,16479,25.8997,-80.2551
Lake Mary,16474,28.7592,-81.336
Westchester,16461,41.8492,-87.8906
Spanish Springs,16458,39.6567,-119.6695
Riverdale,16439,33.5639,-84.4103
Douglas,16438,31.3602,-109.5394
Northbridge,16425,42.13,-71.6547
Port Jervis,16410,41.3782,-74.6909
Wendell,16408,35.7823,-78.3959
East Greenbush,16403,42.6122,-73.6969
McComb,16398,31.2449,-90.4714
Dajabón,16398,19.548,-71.705
Collipulli,16392,-37.96,-72.43
Blytheville,16388,35.9322,-89.9051
Sarasota Springs,16386,27.3092,-82.4788
Karema,16385,-6.8162,30.4333
Sabaneta,16380,19.505,-71.345
Sikeston,16371,36.8875,-89.587
Streetsboro,16365,41.2396,-81.3456
Burrillville,16363,41.9706,-71.6984
Gawler,16362,-34.6074,138.7264
Swansea,16341,41.7571,-71.212
Glen Allen,16339,37.666,-77.4838
Bridgeview,16335,41.7402,-87.8067
Kupino,16333,54.3592,77.2742
Center Point,16313,33.6446,-86.6851
Mount Clemens,16312,42.5976,-82.882
Sienna Plantation,16310,29.4834,-95.5065
North Myrtle Beach,16310,33.823,-78.709
Fort Leonard Wood,16307,37.7562,-92.1274
Bastrop,16305,30.1118,-97.3257
Morton,16301,40.6137,-89.4668
Republic,16294,37.1453,-93.4446
Fairview Park,16292,41.4419,-81.853
Dixon,16288,41.8439,-89.4788
Evans,16284,42.6529,-79.0063
Abington,16275,42.118,-70.959
San Martín,16273,3.6904,-73.69
Three Lakes,16266,25.6415,-80.4
Fort Thomas,16263,39.0805,-84.4497
Jasper,16262,38.3934,-86.9404
New Port Richey,16256,28.2468,-82.7169
Ocean Acres,16227,39.743,-74.2804
Alma,16224,43.38,-84.6556
Barrington,16218,41.7443,-71.3145
Laguna Woods,16200,33.6099,-117.7299
Tanque Verde,16197,32.2687,-110.7437
Spárti,16187,37.0737,22.4297
Prospect Heights,16180,42.1039,-87.9267
Burley,16175,42.5379,-113.7928
Huarmey,16172,-10.0696,-78.16
Horqueta,16171,-23.3396,-57.05
Athens,16170,35.4573,-84.6045
Buda,16163,30.0847,-97.844
East Longmeadow,16156,42.0597,-72.499
Gainesville,16155,33.6391,-97.1487
Monroe,16153,33.799,-83.716
Griffith,16152,41.5279,-87.424
Durham,16148,43.1174,-70.9195
Sayville,16143,40.7478,-73.084
Washington,16138,35.5587,-77.0546
Taylor,16138,30.5743,-97.4233
Hope Mills,16135,34.9689,-78.9559
Pearl River,16116,41.0615,-74.0047
Highland Springs,16109,37.5516,-77.3285
Middletown,16100,41.5174,-71.2772
Upper Grand Lagoon,16094,30.169,-85.7407
Nyahanga,16092,-2.3829,33.55
Kaukauna,16086,44.2778,-88.2645
Parole,16084,38.9861,-76.5519
Frankfort,16079,40.2799,-86.518
Storrs,16077,41.8045,-72.2552
Lake Wales,16066,27.9195,-81.5961
San Gabriel,16066,0.61,-77.84
Fonte Boa,16060,-2.5138,-66.0916
Boerne,16050,29.7844,-98.7289
Easthampton Town,16050,42.2652,-72.672
Aberdeen,16049,39.5146,-76.173
Nikolayevsk,16044,50.0161,45.4261
Donaldsonville,16035,30.0953,-90.9925
Port Washington,16034,40.8267,-73.6764
Madison,16033,40.7586,-74.417
Ilave,16033,-16.0796,-69.67
Fairhaven,16027,41.6395,-70.8732
Picayune,16026,30.5322,-89.6724
Conyers,16015,33.6645,-83.9967
Colchester,16015,41.5621,-72.3475
Gun Barrel City,16013,32.3277,-96.1286
Rye,16009,40.969,-73.6878
Welby,16002,39.8403,-104.9655
Warren,15998,40.6323,-74.5146
Humble,15997,29.9921,-95.2655
Camano,15989,48.1865,-122.4708
Aurora,15982,41.3118,-81.345
Hernando,15981,34.85,-89.9921
Belgrade,15975,45.7796,-111.1751
Chickasha,15974,35.041,-97.9472
Auburndale,15973,28.0962,-81.8011
Grandville,15970,42.9003,-85.7564
Readington,15962,40.5821,-74.7796
Belvedere Park,15952,33.7488,-84.2598
Ellington,15948,41.9151,-72.4485
Kirksville,15942,40.1986,-92.5753
Dyer,15941,41.4978,-87.509
Lake St. Louis,15936,38.7848,-90.7873
Bodaybo,15933,57.965,114.329
Coalinga,15915,36.1432,-120.3266
Fillmore,15895,34.399,-118.9181
Crescent City,15886,41.7727,-124.1902
Longmeadow,15876,42.0475,-72.5718
Sunset,15875,25.7061,-80.353
River Falls,15873,44.8608,-92.6244
Tiverton,15870,41.6091,-71.1742
Fallon,15867,39.4738,-118.7781
Nikel’,15866,69.4126,30.2188
King City,15862,36.2166,-121.133
Knightdale,15849,35.7917,-78.4966
Derzhavīnsk,15848,51.1021,66.3075
Live Oak,15820,29.5545,-98.3404
Cliza,15816,-17.59,-65.93
Houghton,15812,47.1119,-88.5672
Westport,15810,41.5886,-71.0837
Camrose,15808,53.0167,-112.8166
Shively,15800,38.197,-85.8136
Parma,15800,43.2651,-77.7968
Yorito,15774,15.06,-87.29
Groves,15769,29.9457,-93.9164
Southchase,15764,28.3793,-81.3903
West Lealman,15756,27.8191,-82.7385
Clearlake,15751,38.959,-122.6331
Harrisburg,15728,35.3126,-80.649
Pecan Grove,15722,29.6235,-95.7331
Greenwood Village,15721,39.6152,-104.9131
Miami,15718,36.8877,-94.8718
Hood River,15714,45.7092,-121.5258
Los Osos,15714,35.3068,-120.8249
Cutlerville,15712,42.8406,-85.6739
Washougal,15711,45.5812,-122.3433
Overland,15708,38.6967,-90.3689
Bellevue,15687,44.4593,-87.9554
La Grange,15680,41.6787,-73.8028
Ripon,15677,37.7415,-121.1309
Suffield,15675,41.9945,-72.6789
Mount Vernon,15672,38.314,-88.9174
Kodinsk,15670,58.6981,99.1777
Gornyak,15668,50.9881,81.4877
Circleville,15657,39.6063,-82.9334
Elkton,15652,39.6067,-75.8209
Stallings,15647,35.109,-80.6594
Long Beach,15642,30.3608,-89.165
Mount Holly,15635,35.3136,-81.0072
Hermitage,15635,41.2305,-80.4414
Seven Oaks,15631,34.0474,-81.1434
Clark,15607,40.6203,-74.3135
Narragansett,15601,41.4291,-71.4669
At-Bashy,15601,41.1725,75.7968
North Reading,15598,42.5816,-71.0876
Lamont,15597,35.2651,-118.9159
Westwood,15597,42.2202,-71.2106
Sierra Vista Southeast,15591,31.4525,-110.216
Loncoche,15590,-39.37,-72.63
Great Falls,15589,39.011,-77.3013
Middleburg Heights,15587,41.3695,-81.8151
Lebanon,15577,40.0318,-86.455
Dunn,15576,35.3113,-78.6129
Mastic,15574,40.8098,-72.8479
Clarksdale,15574,34.1971,-90.5729
Duxbury,15572,42.0465,-70.7139
Pataskala,15566,40.011,-82.7155
Grosse Pointe Woods,15560,42.4366,-82.8987
New Haven,15560,41.0673,-85.0233
Puerto Pimentel,15552,-6.8296,-79.93
Pembroke,15551,45.8503,-77.1166
Candelaria,15545,18.4043,-66.2175
Ammon,15540,43.4746,-111.9568
Washington,15533,40.7587,-74.9825
Monte Plata,15532,18.807,-69.784
Satipo,15532,-11.26,-74.69
Discovery Bay,15525,37.9071,-121.6076
Alamo,15521,37.8546,-122.0131
Fairburn,15520,33.5496,-84.5914
Great Bend,15519,38.3593,-98.8015
Newton,15505,41.6964,-93.0403
Aarau,15501,47.39,8.034
Stony Point,15501,41.2592,-74.0112
Pequannock,15499,40.9627,-74.3041
Pulaski,15496,37.0528,-80.7624
Cambridge,15486,45.5612,-93.2283
Cloverly,15482,39.1065,-76.9993
Carthage,15465,37.1503,-94.3225
Canyon,15464,34.9877,-101.9179
Hueytown,15460,33.4237,-87.0221
Addison,15458,32.9586,-96.8356
Río Bueno,15456,-40.34,-72.96
Griffith,15455,-34.29,146.04
McMinnville,15449,35.6863,-85.7812
Kuala Lipis,15448,4.184,102.042
Indianola,15447,41.3629,-93.5652
Hereford,15440,34.8232,-102.4001
Herisau,15438,47.3833,9.2833
Northview,15424,43.0427,-85.6016
Damascus,15423,39.2737,-77.2006
Kérouané,15406,9.2704,-9.02
Burrel,15405,41.626,20.016
Nyunzu,15397,-5.9496,28.0167
Gantt,15393,34.7837,-82.4027
Crowley,15389,32.578,-97.3584
Blackfoot,15382,43.194,-112.3455
Malta,15373,42.9853,-73.7879
Nerchinsk,15360,52.009,116.5486
Villa Rica,15345,33.7305,-84.917
Kulunda,15345,52.5827,78.9473
Bay Village,15344,41.4851,-81.9315
Bradley,15344,41.1643,-87.8451
Wilmington Island,15329,32.0036,-80.9752
Hampton,15322,42.9391,-70.837
Junín,15320,-11.1496,-76.01
Millbrook,15318,32.5035,-86.3728
Lady Lake,15317,28.924,-81.93
Fullerton,15304,40.6308,-75.4834
Mitchell,15297,43.7296,-98.0337
Milford,15288,42.8178,-71.6736
Gainesville,15283,38.7931,-77.6347
Sullivan,15283,43.0922,-75.8794
Glasgow,15280,39.6015,-75.7474
East Highland Park,15276,37.577,-77.3865
Udachnyy,15266,66.4232,112.3965
Moreau,15263,43.2469,-73.6659
Teseney,15255,15.1104,36.6575
Willow Grove,15253,40.1495,-75.1178
Farmingville,15250,40.8389,-73.0401
Niceville,15249,30.529,-86.4753
Vyazemskiy,15247,47.5328,134.7475
Jamestown,15244,46.9063,-98.6937
Ramsey,15242,41.0595,-74.1454
Bennington,15239,42.8852,-73.2132
Galion,15237,40.7384,-82.7791
Rio Linda,15228,38.6876,-121.4418
Rossville,15219,39.3572,-76.4767
Sterling,15199,40.6207,-103.1919
Depew,15193,42.9117,-78.7044
Washington Court House,15192,39.5383,-83.4279
Cambridge,15192,-37.8894,175.4703
Williamstown,15191,39.6874,-74.9786
Archer Lodge,15180,35.6907,-78.3749
Yorkton,15172,51.2171,-102.4665
Englewood,15169,26.9603,-82.3535
Weston,15167,44.8906,-89.5487
Lakeway,15154,30.3547,-97.9854
Sarandë,15147,39.877,20
Waxhaw,15147,34.9364,-80.7437
Callaway,15144,30.1346,-85.5572
Taft,15143,35.1267,-119.4243
Plainfield,15138,41.6992,-71.8987
Phelan,15123,34.4398,-117.5248
Port Isabel,15113,26.0538,-97.2505
Purcellville,15112,39.1378,-77.711
Murraysville,15111,34.2919,-77.8429
Mantua,15110,39.7618,-75.1686
Dalanzadgad,15093,43.5836,104.4403
Troy,15081,38.9708,-90.9714
Lake Geneva,15078,42.5825,-88.4282
Aldine,15077,29.9122,-95.3785
Hartford,15064,43.322,-88.3782
Longwood,15061,28.7014,-81.3487
Vandalia,15053,39.8791,-84.193
Powder Springs,15052,33.866,-84.6839
Thompson,15034,41.6474,-74.6745
World Golf Village,15025,29.9653,-81.4898
Fort Carson,15015,38.7403,-104.7841
Red Hill,15015,33.7778,-79.0111
La Grande,15013,45.3242,-118.0865
Mountain House,15010,37.774,-121.5452
Gikongoro,15000,-2.4833,29.5667
Salyan,15000,28.35,82.1833
Rāmechhāp,15000,27.326,86.087
Bhimphedi̇̄,15000,27.551,85.13
Kök-Janggak,15000,41.0307,73.2058
Chaguarama,15000,9.2159,-63.7523
Andrews,14999,32.3208,-102.552
Las Vegas,14982,35.6011,-105.2206
Yazoo City,14978,32.8618,-90.4067
Mebane,14973,36.0876,-79.2756
Flowing Wells,14972,32.2937,-111.011
Berea,14966,34.8802,-82.4653
College Park,14959,33.6364,-84.464
Tsumeb,14959,-19.24,17.71
Seekonk,14957,41.8379,-71.3174
Cleveland,14950,33.744,-90.7285
Bredasdorp,14936,-34.5295,20.03
Jackson,14932,37.3794,-89.6525
Dumas,14931,35.8613,-101.9642
Ledyard,14926,41.44,-72.0167
Northborough,14918,42.3232,-71.6462
Cambridge,14911,40.0221,-81.5868
Belchertown,14906,42.2787,-72.4004
Swift Current,14906,50.2837,-107.7666
Tonawanda,14904,43.0105,-78.8805
Tenafly,14900,40.9175,-73.9531
Mariestad,14891,58.705,13.828
New Freedom,14882,39.7353,-76.6967
Kerman,14869,36.7249,-120.0625
Chubbuck,14869,42.9226,-112.4704
Buford,14868,34.1187,-83.9915
Whitman,14864,42.08,-70.9399
Hartsville,14856,34.3679,-80.0829
Chegdomyn,14855,51.1178,133.0241
New River,14847,33.8835,-112.0858
Bedford,14845,38.8602,-86.4895
Tolland,14838,41.8786,-72.3648
Brooklyn Park,14833,39.217,-76.6174
Bellair-Meadowbrook Terrace,14830,30.1796,-81.7375
Hugo,14828,45.1671,-92.9588
Uryzhar,14826,47.1002,81.6048
Graham,14814,36.0596,-79.3898
Sun Lakes,14800,33.2172,-111.8695
Park City,14800,40.6505,-111.502
Coto de Caza,14799,33.5961,-117.5862
Nuuk,14798,64.1983,-51.7327
Beech Grove,14795,39.7153,-86.087
Alpine,14795,32.8439,-116.7585
Hershey,14793,40.2806,-76.6458
Canton,14781,32.5976,-90.0315
Bradley Gardens,14772,40.5711,-74.6678
Mastic Beach,14762,40.7679,-72.8375
Boulder City,14741,35.8407,-114.9257
Harrison,14740,39.2571,-84.7882
Ijevan,14737,40.8756,45.1492
Exeter,14734,42.9901,-70.9646
Henderson,14731,32.1576,-94.796
Sulphur Springs,14728,33.1421,-95.6124
Thibodaux,14713,29.7941,-90.8163
Prince Rupert,14708,54.3167,-130.33
San Ramón,14708,-11.1296,-75.34
Forest City,14702,28.6619,-81.4443
Azalea Park,14701,28.5474,-81.2956
Yankton,14699,42.8901,-97.3926
Hayden,14693,47.7679,-116.8039
El Dorado,14692,37.8209,-96.8614
Astoria,14688,46.1856,-123.8053
Campbellsville,14686,37.3446,-85.351
Branchburg,14683,40.5629,-74.714
Jennings,14674,38.723,-90.2643
Abong Mbang,14661,3.9837,13.1833
Chaparral,14652,32.0442,-106.4061
Worthington,14646,40.0949,-83.021
Connersville,14646,39.6582,-85.141
Gouré,14639,13.9874,10.27
Pleasanton,14638,28.9643,-98.4957
Colesville,14633,39.073,-77.0009
Oldsmar,14617,28.0507,-82.6697
Fraser,14608,42.5388,-82.9496
London,14597,39.8936,-83.4375
West Richland,14596,46.3115,-119.3997
Fort Mohave,14583,35.0004,-114.5748
Kings Park West,14578,38.8151,-77.296
Saraland,14576,30.8457,-88.099
Swampscott,14563,42.4757,-70.9068
Horsham,14563,40.1825,-75.1387
Mount Washington,14554,38.043,-85.5553
Wilbraham,14553,42.127,-72.4308
Bosobolo,14553,4.1904,19.88
Franklin Park,14552,40.5903,-80.0999
Warren,14550,41.8433,-79.1445
Ust’-Ordynskiy,14538,52.833,104.7
South Venice,14535,27.0435,-82.4152
Jefferson Valley-Yorktown,14533,41.3179,-73.8007
Manorville,14522,40.8575,-72.7915
Johnson City,14508,42.123,-75.9624
Fostoria,14492,41.1602,-83.412
Tehachapi,14491,35.127,-118.475
Gonzalez,14490,30.5822,-87.2906
Holliston,14480,42.1977,-71.445
Pewaukee,14476,43.0701,-88.2411
Lindenhurst,14467,42.4175,-88.0257
Phillipsburg,14459,40.6895,-75.1821
El Sobrante,14451,33.8724,-117.4624
Toppenish,14441,46.3807,-120.3125
Oak Park,14440,34.1849,-118.7669
Hanover,14436,40.8197,-74.4287
Hewitt,14435,31.4519,-97.1961
Beekman,14433,41.6042,-73.6945
Crowley,14429,30.2175,-92.3752
Pineville,14429,31.3414,-92.4096
Jacksonville,14429,31.9642,-95.2617
Tamaqua,14429,40.8033,-75.9344
Ascensión,14429,-15.6996,-63.08
Miami Springs,14424,25.8195,-80.2894
Salida,14424,37.7145,-121.087
Nioro,14421,15.2304,-9.59
Gramercy,14414,30.061,-90.6929
Payson,14412,34.2434,-111.3195
Wauchula,14408,27.5469,-81.8103
Tórshavn,14398,62.03,-6.82
Royal Kunia,14396,21.4053,-158.0318
Whitewater,14374,42.8372,-88.734
Hartselle,14373,34.4391,-86.9401
Kingston,14371,-42.9911,147.3084
Abadla,14364,31.0171,-2.7333
College,14362,64.8694,-147.8217
Pomfret,14357,42.4029,-79.3534
Mineral Wells,14356,32.8169,-98.0776
Mill Valley,14355,37.9085,-122.542
Lívingston,14350,15.8307,-88.7562
Metuchen,14349,40.5424,-74.3628
Iona,14349,26.516,-81.9601
Windham,14344,42.8076,-71.2995
Hanover,14328,42.1224,-70.8566
Red Wing,14325,44.5816,-92.6036
Cambridge,14312,38.5515,-76.0787
Hobe Sound,14301,27.0729,-80.1425
East Bridgewater,14301,42.0352,-70.9424
Hollins,14300,37.3434,-79.9535
Washington,14300,38.5514,-91.0151
Greensburg,14299,40.3113,-79.5444
Hopatcong,14298,40.9541,-74.6593
Coronel José Félix Bogado,14297,-27.17,-56.25
Alausí,14294,-2.19,-78.85
Paradise Valley,14293,33.5434,-111.9595
Oil City,14290,41.4282,-79.7035
Beacon,14289,41.5036,-73.9655
Port Hedland,14288,-20.3104,118.606
Robbinsville,14281,40.222,-74.591
Elk Plain,14280,47.0448,-122.3671
North Branford,14275,41.3645,-72.7769
St. Simons,14261,31.1774,-81.3857
Ballina,14242,-28.8614,153.568
Chota,14240,-6.5496,-78.65
Antioch,14235,42.4742,-88.0721
Deming,14228,32.2631,-107.7525
Maridi,14224,4.9151,29.4769
Kouroussa,14223,10.653,-9.892
Sweden,14216,43.1791,-77.9406
Aḑ Ḑab‘ah,14212,31.0338,28.4333
Kaoma,14212,-14.7796,24.8
Dentsville,14204,34.0754,-80.9546
Camden,14200,34.2565,-80.6087
Moorestown-Lenola,14189,39.9659,-74.9643
Black Forest,14188,39.0608,-104.6752
Lebanon,14179,37.6718,-92.6603
Williams Lake,14168,52.1166,-122.15
New Franklin,14165,40.9525,-81.5838
Brooks,14163,50.5671,-111.9
Greendale,14159,42.937,-88.0018
Cahokia,14151,38.5649,-90.1792
Ionia,14148,42.9772,-85.0727
Boutilimit,14142,17.5504,-14.7
Livingston,14140,37.3875,-120.7248
Añatuya,14133,-28.4661,-62.8333
Shilka,14132,51.8706,116.0306
Raymondville,14120,26.4759,-97.7769
Grovetown,14109,33.4504,-82.2073
Bedford,14105,42.497,-71.2783
Harrison,14096,36.2438,-93.1198
Shawangunk,14095,41.6335,-74.2654
Effingham,14092,39.1207,-88.5509
New Fairfield,14091,41.488,-73.4882
Cayce,14086,33.9458,-81.0433
Maqat,14082,47.6482,53.3265
Mashpee,14054,41.6178,-70.4908
Mountain Home,14047,36.3349,-92.3846
Çorovodë,14046,40.5167,20.2333
Covington,14044,33.6049,-83.8465
Chippewa Falls,14035,44.9359,-91.3902
Middlesborough,14033,36.6127,-83.7227
Southern Pines,14029,35.1921,-79.4042
Lockhart,14027,28.6271,-81.4354
Ferndale,14026,48.8525,-122.5893
Conway,14023,28.4968,-81.3316
Wangaratta,14022,-36.36,146.3
Muscle Shoals,14022,34.7435,-87.6343
Cromwell,14021,41.6122,-72.6638
Cherry Hill Mall,14017,39.9384,-75.0117
Jericho,14014,40.7875,-73.5416
Centerton,14001,36.3559,-94.2972
Port Orchard,13997,47.5164,-122.661
Grain Valley,13996,39.0166,-94.2086
Brandermill,13996,37.434,-77.6522
Beach Park,13995,42.4261,-87.8584
Bridgetown,13993,39.1551,-84.6359
Dennis,13992,41.7064,-70.1644
Koundara,13990,12.48,-13.296
Hooksett,13987,43.0709,-71.4365
East Wenatchee,13983,47.4172,-120.2809
Lakeland South,13982,47.2784,-122.2831
Orange,13981,41.2827,-73.0272
Calera,13979,33.125,-86.7451
Canton,13972,40.5632,-90.0409
Douglas,13960,31.5065,-82.8543
Hendersonville,13954,35.3241,-82.4578
Hickory Hills,13950,41.7248,-87.8281
Big Rapids,13941,43.6992,-85.4806
Hidalgo,13931,26.108,-98.2481
Fort Lewis,13920,47.0955,-122.5672
Hot Springs Village,13918,34.6568,-92.9644
Springdale,13916,39.8769,-74.9723
